code,libelle,type,code_dren,lib_dren
059070,INSTITUT POLYTECHNIQUE GLORIS,PRIVE,40,ABIDJAN 3
190003,GROUPE SCOLAIRE FADIGA ABDOUL (GSFA) ABOBO,PRIVE,41,ABIDJAN 4
190007,GROUPE SCOLAIRE SAINT MATHIEU ABOBO,PRIVE,41,ABIDJAN 4
190013,COLLEGE YVAC ANYAMA,PRIVE,41,ABIDJAN 4
190014,COLLEGE ATLANTIQUE DE PORT-BOUET,PRIVE,31,ABIDJAN 2
190015,COLLEGE SAINTE NANCY MARCORY,PRIVE,31,ABIDJAN 2
190016,COLLEGE SAINTE CAMILLE COCODY,PRIVE,12,ABIDJAN 1
190017,INSTITUT SECONDAIRE GENERAL LA COLOMBE KOUMASSI,PRIVE,31,ABIDJAN 2
190018,COLLEGE BOCABO ET ASSOCIES ABOBO,PRIVE,41,ABIDJAN 4
190019,COLLEGE LES FALAISES ABOBO,PRIVE,41,ABIDJAN 4
190020,GROUPE SCOLAIRE LES BOTANIQUES DU MITTERAND,PRIVE,41,ABIDJAN 4
190022,GROUPE SCOLAIRE LA SOURCE KOUMASSI,PRIVE,31,ABIDJAN 2
190023,GROUPE SCOLAIRE SELODESIR ABOBO PK 18,PRIVE,41,ABIDJAN 4
190024,GROUPE SCOLAIRE JULES FERRY COCODY,PRIVE,12,ABIDJAN 1
190025,COLLEGE IRIS I ABOBO KENNEDY,PRIVE,41,ABIDJAN 4
190034,COLLEGE SAINT EMMANUEL YOPOUGON,PRIVE,40,ABIDJAN 3
190036,COLLEGE ANDRE GIDE YOPOUGON,PRIVE,40,ABIDJAN 3
190037,"GROUPE SCOLAIRE INTERNATIONAL DE L'AMITIE YOPOUGON
SABLE",PRIVE,40,ABIDJAN 3
190039,COLLEGE D. BAZ YOPOUGON,PRIVE,40,ABIDJAN 3
190041,GROUPE SCOLAIRE ANDRE LATRILLE (GSAL) YOPOUGON,PRIVE,40,ABIDJAN 3
190042,"INSTITUT TECHNIQUE DES SCIENCES APPLIQUEES ET DU
TERTIAIRE (ITSAT) YOPOUGON",PRIVE,40,ABIDJAN 3
190044,COLLEGE JEAN FRANCOIS LIONEL YOPOUGON,PRIVE,40,ABIDJAN 3
190045,COLLEGE MAMADOU TRAORE YOPOUGON,PRIVE,40,ABIDJAN 3
190046,GROUPE SCOLAIRE LE SAVANT 2 DE YOPOUGON BEAGO,PRIVE,40,ABIDJAN 3
190080,GROUPE SCOLAIRE LA VOLIERE MARCORY,PRIVE,31,ABIDJAN 2
190094,COLLEGE PIERRE ET MARIE CURIE PORT-BOUET,PRIVE,31,ABIDJAN 2
190098,COLLEGE LES ELYSEES ABOBO PK 18,PRIVE,41,ABIDJAN 4
190099,INSTITUT SCOLAIRE SECONDAIRE ESSEIGOU AKA (ISSEA) ABOBO,PRIVE,41,ABIDJAN 4
190100,COLLEGE MALE GBINDE ABOBO AKEIKOI,PRIVE,41,ABIDJAN 4
190101,COLLEGE KEMA COCODY ANGRE,PRIVE,12,ABIDJAN 1
190102,COLLEGE PRIVE ECLOSION 1 DE KOUMASSI MARCHE,PRIVE,31,ABIDJAN 2
190104,GROUPE SCOLAIRE BETHESDA PORT-BOUET,PRIVE,31,ABIDJAN 2
190106,COLLEGE CARINE ABOBO,PRIVE,41,ABIDJAN 4
190108,INSTITUT PRIVE DES ARTS ET METIERS (ISPAM) PORT-BOUET,PRIVE,31,ABIDJAN 2
190109,COURS SECONDAIRE METHODISTE KOUMASSI,PRIVE,31,ABIDJAN 2
190110,CTP BOH VALENTIN ABOBO,PRIVE,41,ABIDJAN 4
190112,COLLEGE JULES RONSARD 2 PORT-BOUET,PRIVE,31,ABIDJAN 2
190165,COLLEGE EMERY YOPOUGON TOITS ROUGES,PRIVE,40,ABIDJAN 3
190166,COLLEGE DES JEUNES FILLES SINGA YOPOUGON TOITS ROUGES,PRIVE,40,ABIDJAN 3
190167,GROUPE SCOLAIRE LA VICTOIRE / YOPOUGON,PRIVE,40,ABIDJAN 3
190170,COLLEGE PENITHOLONY YOPOUGON FACE PMI,PRIVE,40,ABIDJAN 3
190172,INSTITUT SCOLAIRE SAINT CYRILLE YOPOUGON,PRIVE,12,ABIDJAN 1
190173,COLLEGE WALI YOPOUGON GARE SABLE,PRIVE,40,ABIDJAN 3
190177,COURS SEC. GL LES CULTIVES YOPOUGON WASSAKARA,PRIVE,40,ABIDJAN 3
190178,ETS PRIVES GLORIS YOPOUGON NIANGON,PRIVE,40,ABIDJAN 3
190181,GROUPE SCOLAIRE SAINTE ADJOUA FADETTE YOPOUGON,PRIVE,40,ABIDJAN 3
190182,COLLEGE SAINT CHALMEL YOPOUGON,PRIVE,40,ABIDJAN 3
190190,GROUPE SCOLAIRE AVICENNE COCODY RIVIERA,PRIVE,12,ABIDJAN 1
190191,GROUPE SCOLAIRE AYEWA YOPOUGON,PRIVE,40,ABIDJAN 3
190195,COLLEGE TOURE KANVALY ANYAMA,PRIVE,41,ABIDJAN 4
190213,COLLEGE NOTRE DAME DES LAGUNES PORT-BOUET,PRIVE,31,ABIDJAN 2
190215,COLLEGE BAPTISTE MONT SINAI KOUMASSI,PRIVE,31,ABIDJAN 2
190216,GROUPE MISA COCODY,PRIVE,12,ABIDJAN 1
190219,GROUPE SCOLAIRE SAINT CYR 2 PORT-BOUET,PRIVE,31,ABIDJAN 2
190220,COLLEGE SOEUR MARIE YOPOUGON,PRIVE,40,ABIDJAN 3
190221,COLLEGE MAMIE ADJOUA YOPOUGON,PRIVE,12,ABIDJAN 1
190223,COLLEGE PIERRE LE GRAND YOPOUGON ANANERAIE,PRIVE,40,ABIDJAN 3
190225,GROUPE ASK DE YOPOUGON CHU,PRIVE,40,ABIDJAN 3
190226,COLLEGE NOVALIME YOPOUGON PORT-BOUET 2,PRIVE,40,ABIDJAN 3
190227,GROUPE SCOLAIRE SANOGO ALMAMY DE YOPOUGON ANDOKOI,PRIVE,40,ABIDJAN 3
190229,COLLEGE SONA YOPOUGON SAPEUR POMPIER,PRIVE,40,ABIDJAN 3
190230,COLLEGE LE PRESIDENT YOPOUGON,PRIVE,40,ABIDJAN 3
190231,INSTITUT SCOLAIRE VASSOUMA - ISV YOPOUGON,PRIVE,40,ABIDJAN 3
190232,COLLEGE SABA ET FILS YOPOUGON,PRIVE,40,ABIDJAN 3
190234,GROUPE SCOLAIRE BADIANA YOPOUGON,PRIVE,40,ABIDJAN 3
190235,COLLEGE SAINT YANN EMMANUEL YOPOUGON NIANGON BASE CIE,PRIVE,40,ABIDJAN 3
190236,GROUPE SCOLAIRE SAINT CYR ABOBO DOUME,PRIVE,40,ABIDJAN 3
190237,COLLEGE LES PHALENES 2 YOPOUGON BANCO RESIDENCE 2,PRIVE,40,ABIDJAN 3
190268,COLLEGE MODERNE LE ROSIER ABOBO,PRIVE,41,ABIDJAN 4
190271,COLLEGE PRIVE MOTHES YOPOUGON ANDOKOI,PRIVE,40,ABIDJAN 3
190276,COLLEGE SANTA ANNA COCODY 2 PLATEAUX,PRIVE,12,ABIDJAN 1
190280,"ACADEMIE DES PROFESSIONNELS DE L'EDUCATION ABOBO
AGNISSANKOI",PRIVE,41,ABIDJAN 4
190281,COLLEGE KOUASSI HAUDY MARCEL ANYAMA,PRIVE,41,ABIDJAN 4
190282,COLLEGE VICTOR LOBA DJOKOUEHI MARCORY,PRIVE,31,ABIDJAN 2
190283,INSTITUT PRIVE ALBERT EINSTEIN KOUMASSI,PRIVE,31,ABIDJAN 2
190284,G.S.P.E.R ABOBO BC EXTENSION,PRIVE,41,ABIDJAN 4
190285,GROUPE SCOLAIRE EMMANUEL PORT-BOUET,PRIVE,31,ABIDJAN 2
190286,GROUPE SCOLAIRE CERDACOM ABOBO SOGEFIHA,PRIVE,41,ABIDJAN 4
190287,GROUPE SCOLAIRE LES FALAISES ANYAMA AKOUPE ZEUDJI,PRIVE,41,ABIDJAN 4
190288,GROUPE SCOLAIRE DES ARTS ET DES METIERS (GSAM) KOUMASSI,PRIVE,31,ABIDJAN 2
190289,COLLEGE INTERNATIONAL FRED ET POPEE COCODY,PRIVE,12,ABIDJAN 1
190290,COLLEGE EL ITRATOU TAHIRA D'ABOBO,PRIVE,41,ABIDJAN 4
190291,COLLEGE HERMANN ABOBO AVOCATIER,PRIVE,41,ABIDJAN 4
190294,"COLLEGE LE NAVIRE (EX LA PIROGUE) DE COCODY RIVIERA
M'BADON",PRIVE,12,ABIDJAN 1
190295,GROUPE SCOLAIRE LA PAIX ANYAMA,PRIVE,41,ABIDJAN 4
190296,COLLEGE VICTOR LOBA DJOKOUEHI YOPOUGON ZONE CHU,PRIVE,40,ABIDJAN 3
190297,INSTITUT SAINT SILVER YOPOUGON ATTIE,PRIVE,40,ABIDJAN 3
190300,GROUPE SCOLAIRE FATYMA 2 YOPOUGON MAROC,PRIVE,40,ABIDJAN 3
190301,COLLEGE SAINT FRANÇOIS YOPOUGON,PRIVE,40,ABIDJAN 3
190326,GROUPE SCOLAIRE AL GHADIR COCODY M'POUTO,PRIVE,12,ABIDJAN 1
190327,COLLEGE LE SOUVERAIN YOPOUGON GARE,PRIVE,40,ABIDJAN 3
190332,GROUPE SCOLAIRE LE PELLETIER ABOBO PK18,PRIVE,41,ABIDJAN 4
190336,COLLEGE LES FIGUIERS COCODY,PRIVE,12,ABIDJAN 1
190339,COLLEGE PRIVE LE BOIGNY 1 DE PORT-BOUET,PRIVE,31,ABIDJAN 2
190340,COLLEGE SAINT AUGUSTIN YOPOUGON KOWEIT,PRIVE,40,ABIDJAN 3
190341,COLLEGE MERAJEA YOPOUGON,PRIVE,40,ABIDJAN 3
190342,GROUPE SCOLAIRE LONNY ROSE COCODY 7EME TRANCHE,PRIVE,12,ABIDJAN 1
190343,GROUPE SCOLAIRE MICHEL VAKO ABOBO N'DOTRE,PRIVE,41,ABIDJAN 4
190345,COLLEGE MITSPA YOPOUGON,PRIVE,40,ABIDJAN 3
190603,GROUPE SCOLAIRE DJEKAT IGNACE DE LOYOLA DE BINGERVILLE,PRIVE,12,ABIDJAN 1
190604,"GROUPE SCOLAIRE LOUIS NICOLLIN DE COCODY RIVIERA
PALMERAIE",PRIVE,12,ABIDJAN 1
190607,INSTITUT D'ENS. GEN. SCIENTIF. A.S. POUCHKINE ABOBO,PRIVE,41,ABIDJAN 4
190608,GROUPE SCOLAIRE LES ROITELETS PORT-BOUET GONZAGUEVILLE,PRIVE,31,ABIDJAN 2
190613,GROUPE SCOLAIRE KWAGNISS MAVRO YOPOUGON,PRIVE,40,ABIDJAN 3
190617,GROUPE SCOLAIRE LOUIS LAGRANGE YOPOUGON,PRIVE,40,ABIDJAN 3
190628,COLLEGE NOTRE DAME DE SECOURS ABOBO SAGBE,PRIVE,41,ABIDJAN 4
190629,COLLEGE SOCIAL SIMONE GBAGBO PORT- BOUET ADJOUFFOU,PRIVE,31,ABIDJAN 2
190632,GROUPE SCOLAIRE AKANJI (GSA) YOPOUGON,PRIVE,40,ABIDJAN 3
190634,COLLEGE ROSEE DIVINE ABOBO BAOULE BELLE-VILLE,PRIVE,41,ABIDJAN 4
190635,COLLEGE MONAJOCE YOPOUGON SIDECI,PRIVE,40,ABIDJAN 3
190638,COLLEGE LAPLACE ABOBO AKEIKOI,PRIVE,41,ABIDJAN 4
190640,COLLEGE LOUIS LAGRANGE YOPOUGON,,,
190641,COLLEGE PRIVE KPASSA PORT-BOUET,PRIVE,31,ABIDJAN 2
190643,"COLLEGE PRIVE DOUMBIA ADAMA ADAM'S DE ANYAMA-
RESIDENTIEL",PRIVE,41,ABIDJAN 4
190644,COLLEGE PRIVE MONIQUE ANYAMA CHATEAU D'EAU,PRIVE,41,ABIDJAN 4
192256,COLLEGE PRIVE GNAGNE AGNES MARCORY ALIODAN,PRIVE,31,ABIDJAN 2
197001,COLLEGE PRIVE PROFESSIONNEL DE BOULANGERIE PATISSERIE D'ABIDJAN,,,
197010,COLLEGE PRIVE GEORGES WASHINGTON DE COCODY,PRIVE,12,ABIDJAN 1
197012,COLLEGE PRIVE PROFESSIONNEL DE FORMATION EN SANTE PUBLIQUE WEND PANGA,,,
197018,COLLEGE PRIVE LA TOUR EIFFEL DE BINGERVILLE,PRIVE,12,ABIDJAN 1
197026,COLLEGE PRIVE PROFESSIONNEL CESA DU PLATEAU,,,
197029,COLLEGE PRIVE AHMADOU KOUROUMA,PRIVE,12,ABIDJAN 1
197031,COLLEGE PRIVE PROFESSIONNEL DES METIERS DE LA MODE ET DU MANNEQUINAT DE COCODY,,,
197318,COLLEGE PRIVE DIGNON D'ABOBO NDOTRE,PRIVE,41,ABIDJAN 4
197327,COLLEGE PRIVE TECHNIQUE LA PERRUCHE D'ANYAMA,PRIVE,41,ABIDJAN 4
197330,COLLEGE PRIVE SAMBA KHASSE D'ANYAMA,PRIVE,41,ABIDJAN 4
197336,COLLEGE PRIVE TECHNIQUE IETPA D'ABOBO,PRIVE,41,ABIDJAN 4
197339,COLLEGE PRIVE TECHNIQUE LES FALAISES D'ABOBO,PRIVE,41,ABIDJAN 4
197351,COLLEGE PRIVE TECHNIQUE SEGBE DE YOPOUGON,PRIVE,40,ABIDJAN 3
197353,COLLEGE PRIVE NOTRE DAME DES LAGUNES DE YOPOUGON,PRIVE,40,ABIDJAN 3
197357,COLLEGE PRIVE DIVINE FONTAINE DE YOPOUGON,PRIVE,40,ABIDJAN 3
197361,COLLEGE PRIVE ACADEMIA DE SONGON KASSEMBLE,PRIVE,40,ABIDJAN 3
197362,COLLEGE PRIVE BENOIT DE YOPOUGON,PRIVE,40,ABIDJAN 3
197370,COLLEGE PRIVE LES OSCARS DE PORT-BOUET,PRIVE,31,ABIDJAN 2
197471,COLLEGE PRIVE JEAN MARIE VIANNEY D'ANYAMA,PRIVE,41,ABIDJAN 4
197476,COLLEGE PRIVE LE BONHEUR DE YOPOUGON,PRIVE,40,ABIDJAN 3
198004,COLLEGE PRIVE KING'S LES JUNIORS DE YOPOUGON,PRIVE,40,ABIDJAN 3
198228,COLLEGE PRIVE INSTITUT PASTEUR DE YOPOUGON,,,
198289,COLLEGE PRIVE LADJIBI DE COCODY,PRIVE,12,ABIDJAN 1
198309,COLLEGE PRIVE LE BACHELIER DE PORT-BOUET,PRIVE,31,ABIDJAN 2
198395,COLLEGE PRIVE ADAM MARSHALL DE YOPOUGON,,,
198399,COLLEGE PRIVE LA DESTINEE DE YOPOUGON,PRIVE,40,ABIDJAN 3
198505,COLLEGE PRIVE OSCAD D'ATECOUBE,PRIVE,40,ABIDJAN 3
198554,COLLEGE PRIVE TECHNIQUE ETIC D'ABOBO,PRIVE,41,ABIDJAN 4
198630,COLLEGE PRIVE RUBEN-KSI DE SONGON,PRIVE,40,ABIDJAN 3
199403,LYCÉE PROFESSIONNEL SECTORIEL (LPS) DE YOPOUGON,,,
310555,COLLEGE PRIVE TECHNIQUE ACADEMIA DE YOPOUGON,PRIVE,40,ABIDJAN 3
310715,COLLEGE PRIVE TECHNIQUE HARMATTAN D'ANYAMA,PRIVE,41,ABIDJAN 4
310797,COLLEGE PRIVE AVERROES D'ABOBO,PRIVE,41,ABIDJAN 4
310875,COLLEGE PRIVE LE ROI DES ROIS 2 DE COCODY DJOROGOBITE,PRIVE,12,ABIDJAN 1
875002,BGL TECHNOLOGY YOPOUGON,,,
875006,"INSTITUT SUPERIEUR D’INFORMATIQUE ET D’ELECTRONIQUE -ISIE
(EX INST. IVOIRIEN D'ELECTRONIQUE) ADJAME",PRIVE,12,ABIDJAN 1
875007,COMPLEXE SCOLAIRE TECHNIQUE ET GENERAL (CSTG) ADJAME,PRIVE,12,ABIDJAN 1
875008,INSTITUT SUPERIEUR D’ENSEIGNEMENT TECHNIQUE (ISEPT) COCODY 2 PLATEAUX,,,
875010,AFRIQUE FORMATION MARCORY,PRIVE,31,ABIDJAN 2
875013,"INSTITUT SUPERIEUR DE TECHNOLOGIES APPLIQUEES ET
COMMERCIALES (INSTAC) YOPOUGON",PRIVE,40,ABIDJAN 3
875015,"ACADEMIE DES SCIENCES APPLIQUEES (A.S.A-FORMATION)
YOPOUGON",PRIVE,40,ABIDJAN 3
875016,EURO-FORMATION MARCORY,,,
875017,"ECOLE SUPERIEURE TECHNIQUE ET COMMERCIALE (ESTC)
MARCORY",PRIVE,31,ABIDJAN 2
875022,"CENTRE D’ENSEIGNEMENT TECHNIQUE ET PROFESSIONNEL
D’ABIDJAN (CETPA) COCODY 2 PLATEAUX",PRIVE,12,ABIDJAN 1
875023,INTELLECT AFRIQUE MARCORY IBIS,PRIVE,31,ABIDJAN 2
875024,"CENTRE D’ENSEIGNEMENT SUPERIEUR TECHNIQUE ET
PROFESSIONNEL (CESTP) KIBIO COCODY 2 PLATEAUX",PRIVE,12,ABIDJAN 1
875025,"INSTITUT DE COMMERCE ET DE FINANCES (ISCF) ABOBO PLATEAU
DOKUI",PRIVE,41,ABIDJAN 4
875036,"COURS DE SECRETARIAT NOTRE DAME DU PLATEAU (CSNDP)
PLATEAU",PRIVE,12,ABIDJAN 1
875037,ECOLE PRATIQUE DE LA CHAMBRE DE COMMERCE ET D’INDUSTRIE DE COTE D’IVOIRE (EPCCI-CI) PLATEAU,,,
875050,"INSTITUT DE FORMATION ET DE PERFECTIONNEMENT EN TRANSIT
(IFPT) ABOBO",PRIVE,41,ABIDJAN 4
875054,COLLEGE HENRI POINCARE COCODY 2 PLATEAUX,PRIVE,12,ABIDJAN 1
875057,"INSTITUT TECHNIQUE DE FORMATION SAINTE MARIE (IFSM)
COCODY",PRIVE,12,ABIDJAN 1
875059,UNIX ACADEMIE YOPOUGON,PRIVE,40,ABIDJAN 3
875060,"INSTITUT SUPERIEUR DE GESTION ET D’ECONOMIE APPLIQUEE
(ISGEA) PLATEAU",PRIVE,12,ABIDJAN 1
875063,ECOFORP-A-INTERNATIONAL,,,
875064,INSTITUT ADAM MARSHALL (IAM) PLATEAU,,,
875070,INSTITUT SECONDAIRE TECHNIQUE ASSAMELA (ISTA) ABOBO,PRIVE,41,ABIDJAN 4
875071,ECOLE SUPERIEURE DE FORMATION PARAMEDICAL (SUP’EFOP) ANYAMA,,,
875078,"CENTRE D’ENSEIGNEMENT PROFESSIONNEL TECNHNIQUE ET
INDUSTRIEL (CEPTI) COCODY 2 PLATEAUX",PRIVE,12,ABIDJAN 1
875079,COLLEGE INTERNATIONAL D’ENSEIGNEMENT GENERAL ET TECHNIQUE AMADOU HAMPATE BA COCODY,,,
875081,"ECOLE SECONDAIRE KARAMOKO TECHNIQUE (ESTK) COCODY
ANGRE",PRIVE,12,ABIDJAN 1
875090,COURS SECONDAIRE TECHNIQUE SEVIC KOUMASSI,PRIVE,31,ABIDJAN 2
875092,ECOLE DE SPECIALITES MULTIMEDIA D’ABIDJAN (ESMA) MARCORY,,,
875094,"ECOLE SUPERIEURE D’INFORMATIQUE ET DE COMMERCE (ESICOM)
PLATEAU",PRIVE,12,ABIDJAN 1
875095,HAUTES ETUDES COMMERCIALES, LA ROCHE (HEC) PLATEAU,,,
875097,ACADEMIE POLYVALENTE DES METIERS (APDM) PLATEAU,,,
875099,ECOLE DE L’ECONOMIE ET DES FINANCES (ECF) YOPOUGON,,,
875100,"ECOLE DES SCIENCES TECHNIQUES EN INFORMATIQUE ET
GESTION (ESIG) PLATEAU",PRIVE,12,ABIDJAN 1
875115,"INSTITUT SUPERIEUR DES CARRIERES COMMERCIALES (ISCC)
TREICHVILLE",PRIVE,31,ABIDJAN 2
875117,"CENTRE D’INITIATION DE PERFECTIONNEMENT EN INFORMATIQUE
ET AUX METIERS (CIPIM) YOPOUGON",PRIVE,40,ABIDJAN 3
875118,"CENTRE DE FORMATION TECHNIQUE ET PROFESSIONNELLE LE
GROUPE BOWL YOPOUGON",PRIVE,12,ABIDJAN 1
875120,"ECOLE SUPERIEURE D’ENSEIGNEMENT TECHNIQUE ET
PROFESSIONNEL (ESETP) YOPOUGON",PRIVE,40,ABIDJAN 3
875121,ETABLISSEMENT D’ENSEIGNEMENT SECONDAIRE TECHNIQUE DE YOPOUGON (EESTY) YOPOUGON,,,
875122,GROUPE DE FORMATION AUX METIERS ET AUX EMPLOIS (GFME) YOPOUGON,,,
875125,INSTITUT DE FORMATION PROFESSIONNELLE ENIC YOPOUGON,PRIVE,40,ABIDJAN 3
875126,INSTITUT DE FORMATION TECHNIQUE ET GENERALE (IFTG) YOPOUGON,,,
875127,"INSTITUT DE MANAGEMENT, DE GESTION ET DE L’HOTELLERIE
(IMGH) (EXÂ - IACH) YOPOUGON",PRIVE,40,ABIDJAN 3
875129,"INSTITUT GENERAL D’ENSEIGNEMENT SECONDAIRE ET TECHNIQUE
(IGEST) YOPOUGON",PRIVE,40,ABIDJAN 3
875130,INSTITUT MARCATH YOPOUGON,,,
875131,INSTITUT SUPERIEUR AIME CESAIRE YOPOUGON,PRIVE,40,ABIDJAN 3
875132,"INSTITUT D’ENSEIGNEMENT SECONDAIRE TECHNIQUE SAINTE
BRIGITTE 2 ABOBO",PRIVE,41,ABIDJAN 4
875133,"INSTITUT MODERNE D’ENSEIGNEMENT TECHNIQUE ET
PROFESSIONNEL (IMETP) YOPOUGON",PRIVE,40,ABIDJAN 3
875136,ONYX-EXCELLENCE YOPOUGON,PRIVE,40,ABIDJAN 3
875137,"INSTITUT TECHNIQUE SECONDAIRE PROFESSIONNEL (ITSP)
ADJAME",PRIVE,12,ABIDJAN 1
875139,"GROUPE IFDEC-INTERNATIONAL (INSTITUT DE FORMATION POUR
LE DEVELOPPEMENT DES COMPETENCES) PLATEAU",PRIVE,12,ABIDJAN 1
875141,EVENT ACADEMY COCODY ANGRE,PRIVE,12,ABIDJAN 1
875142,"ECOLE TECHNIQUE INFORMATIQUE ET COMMERCIALE (ETIC)
MARCORY",PRIVE,12,ABIDJAN 1
875143,"ECOLE TECHNIQUE INFORMATIQUE ET COMMERCIALE (ETIC)
COCODY 2 PLATEAUX",PRIVE,12,ABIDJAN 1
875146,INSTITUT SUPERIEUR INTER-AFRAIN PROFESSIONNEL -ISIAP MAGNANA COCODY 2 PLATEAUX,,,
875148,INSTITUT NATIONAL DES METIERS (INM) BINGERVILLE,PRIVE,12,ABIDJAN 1
875151,ECOLE SUPERIEURE INTERNATIONALE DES CADRES EN MANAGEMENT ESICAM COCODY,,,
875153,LE SAMARITAIN COCODY RIVIERA,PRIVE,12,ABIDJAN 1
875156,COMPLEXE EDUCATIF MARIE AUZET COCODY 2 PLATEAUX,PRIVE,12,ABIDJAN 1
875157,"INSTITUT DE FORMATION PROFESSIONNELLE ESTHER (IFOPE)
YOPOUGON",PRIVE,40,ABIDJAN 3
875163,INSTITUT DES TECHNOLOGIES D'ABIDJAN (ITA) MARCORY,PRIVE,31,ABIDJAN 2
999999,DECO / CANDIDAT LIBRE,CL-DREN,31,ABIDJAN 2
000206,COLLEGE CIPIM YOPOUGON WASSAKARA,PRIVE,40,ABIDJAN 3
000207,"COLLEGE D’ENSEIGNEMENT SECONDAIRE GENERAL ET TECHNIQUE
(CESGT) KOUMASSI",PRIVE,31,ABIDJAN 2
000208,COLLEGE VOLTAIRE TREICHVILLE,PRIVE,31,ABIDJAN 2
000210,COLLEGE ADAMA SANOGO ABOBO,PRIVE,41,ABIDJAN 4
000212,COLLEGE AIME CESAIRE YOPOUGON,PRIVE,40,ABIDJAN 3
000215,GROUPE ECOLE ALFRED NOBEL MARCORY,PRIVE,31,ABIDJAN 2
000216,COLLEGE ANADOR ABOBO,PRIVE,41,ABIDJAN 4
